cveId,priority
CVE-2022-1184,LOW
CVE-2022-1210,LOW
CVE-2022-1263,LOW
CVE-2022-1271,LOW
CVE-2022-1274,LOW
CVE-2022-1292,HIGH
CVE-2022-1304,LOW
CVE-2022-1343,LOW
CVE-2022-1381,LOW
CVE-2022-1420,LOW
CVE-2022-1434,LOW
CVE-2022-1462,LOW
CVE-2022-1466,LOW
CVE-2022-1471,MEDIUM
CVE-2022-1473,LOW
CVE-2022-1508,LOW
CVE-2022-1586,MEDIUM
CVE-2022-1587,MEDIUM
CVE-2022-1615,LOW
CVE-2022-1616,LOW
CVE-2022-1619,LOW
CVE-2022-1620,LOW
CVE-2022-1622,LOW
CVE-2022-1651,LOW
CVE-2022-1652,LOW
CVE-2022-1664,MEDIUM
CVE-2022-1679,LOW
CVE-2022-1720,LOW
CVE-2022-1725,LOW
CVE-2022-1729,LOW
CVE-2022-1733,LOW
CVE-2022-1734,LOW
CVE-2022-1735,LOW
CVE-2022-1771,LOW
CVE-2022-1785,LOW
CVE-2022-1789,MEDIUM
CVE-2022-1796,LOW
CVE-2022-1851,LOW
CVE-2022-1852,LOW
CVE-2022-1882,LOW
CVE-2022-1886,LOW
CVE-2022-1897,LOW
CVE-2022-1898,LOW
CVE-2022-1927,LOW
CVE-2022-1941,LOW
CVE-2022-1962,LOW
CVE-2022-1968,LOW
CVE-2022-1972,MEDIUM
CVE-2022-1974,LOW
CVE-2022-1996,MEDIUM
CVE-2022-2000,LOW
CVE-2022-20127,HIGH
CVE-2022-20132,LOW
CVE-2022-20141,MEDIUM
CVE-2022-20154,MEDIUM
CVE-2022-20166,MEDIUM
CVE-2022-20229,HIGH
CVE-2022-20368,MEDIUM
CVE-2022-20369,MEDIUM
CVE-2022-2042,MEDIUM
CVE-2022-20421,MEDIUM
CVE-2022-20422,MEDIUM
CVE-2022-2047,LOW
CVE-2022-20472,HIGH
CVE-2022-20473,HIGH
CVE-2022-2048,LOW
CVE-2022-2056,LOW
CVE-2022-20566,LOW
CVE-2022-20567,LOW
CVE-2022-2057,LOW
CVE-2022-20572,LOW
CVE-2022-2058,LOW
CVE-2022-2068,MEDIUM
CVE-2022-20699,HIGH
CVE-2022-20700,HIGH
CVE-2022-20708,HIGH
CVE-2022-2078,LOW
CVE-2022-20798,HIGH
CVE-2022-20825,HIGH
CVE-2022-20857,HIGH
CVE-2022-2097,LOW
CVE-2022-21123,LOW
CVE-2022-21125,LOW
CVE-2022-21166,LOW
CVE-2022-21180,LOW
CVE-2022-21216,MEDIUM
CVE-2022-21233,LOW
CVE-2022-2124,LOW
CVE-2022-2125,LOW
CVE-2022-2126,LOW
CVE-2022-2129,LOW
CVE-2022-21340,LOW
CVE-2022-21363,LOW
CVE-2022-21385,LOW
CVE-2022-21499,MEDIUM
CVE-2022-2153,LOW
CVE-2022-21540,LOW
CVE-2022-21587,MEDIUM
CVE-2022-21619,LOW
CVE-2022-21624,LOW
CVE-2022-21626,LOW
CVE-2022-21702,LOW
CVE-2022-2175,LOW
CVE-2022-2182,LOW
CVE-2022-2183,LOW
CVE-2022-21831,HIGH
CVE-2022-2196,LOW
CVE-2022-2206,LOW
CVE-2022-2207,LOW
CVE-2022-22075,LOW
CVE-2022-2208,LOW
CVE-2022-22088,HIGH
CVE-2022-2210,LOW
CVE-2022-2231,LOW
CVE-2022-22517,HIGH
CVE-2022-22519,HIGH
CVE-2022-2256,LOW
CVE-2022-2257,LOW
CVE-2022-22576,LOW
CVE-2022-2264,LOW
CVE-2022-22704,HIGH
CVE-2022-2274,HIGH
CVE-2022-2284,LOW
CVE-2022-2285,LOW
CVE-2022-2286,LOW
CVE-2022-2287,LOW
CVE-2022-22947,HIGH
CVE-2022-22954,HIGH
CVE-2022-22965,MEDIUM
CVE-2022-22976,LOW
CVE-2022-22978,MEDIUM
CVE-2022-2304,LOW
CVE-2022-2309,LOW
CVE-2022-23121,HIGH
CVE-2022-23122,HIGH
CVE-2022-23125,HIGH
CVE-2022-23218,MEDIUM
CVE-2022-23219,MEDIUM
CVE-2022-23221,HIGH
CVE-2022-2327,MEDIUM
CVE-2022-23302,MEDIUM
CVE-2022-23305,MEDIUM
CVE-2022-23307,HIGH
CVE-2022-23308,LOW
CVE-2022-2343,LOW
CVE-2022-23437,LOW
CVE-2022-2344,LOW
CVE-2022-2345,LOW
CVE-2022-23471,LOW
CVE-2022-23491,LOW
CVE-2022-23521,LOW
CVE-2022-23537,HIGH
CVE-2022-23634,LOW
CVE-2022-23648,LOW
CVE-2022-23772,LOW
CVE-2022-23773,LOW
CVE-2022-23901,MEDIUM
CVE-2022-24086,HIGH
CVE-2022-2421,HIGH
CVE-2022-24329,LOW
CVE-2022-24407,MEDIUM
CVE-2022-24439,HIGH
CVE-2022-24637,HIGH
CVE-2022-24675,LOW
CVE-2022-24706,HIGH
CVE-2022-24720,HIGH
CVE-2022-24765,MEDIUM
CVE-2022-24769,LOW
CVE-2022-24836,LOW
CVE-2022-24847,MEDIUM
CVE-2022-24903,MEDIUM
CVE-2022-24963,HIGH
CVE-2022-2503,LOW
CVE-2022-25075,HIGH
CVE-2022-25076,HIGH
CVE-2022-25077,HIGH
CVE-2022-25079,HIGH
CVE-2022-25080,HIGH
CVE-2022-25081,HIGH
CVE-2022-25083,HIGH
CVE-2022-2509,LOW
CVE-2022-25147,HIGH
CVE-2022-25168,MEDIUM
CVE-2022-2519,LOW
CVE-2022-2521,LOW
CVE-2022-2522,LOW
CVE-2022-2526,HIGH
CVE-2022-25313,LOW
CVE-2022-25487,HIGH
CVE-2022-25622,HIGH
CVE-2022-25634,LOW
CVE-2022-25647,LOW
CVE-2022-25694,MEDIUM
CVE-2022-25705,MEDIUM
CVE-2022-25709,MEDIUM
CVE-2022-2571,LOW
CVE-2022-2580,LOW
CVE-2022-2581,LOW
CVE-2022-2585,MEDIUM
CVE-2022-25857,LOW
CVE-2022-2586,MEDIUM
CVE-2022-2588,MEDIUM
CVE-2022-2598,LOW
CVE-2022-2601,LOW
CVE-2022-2602,MEDIUM
CVE-2022-26134,HIGH
CVE-2022-26148,MEDIUM
CVE-2022-26210,HIGH
CVE-2022-26365,LOW
CVE-2022-26373,LOW
CVE-2022-2639,LOW
CVE-2022-26507,HIGH
CVE-2022-2660,HIGH
CVE-2022-26612,MEDIUM
CVE-2022-2663,LOW
CVE-2022-26723,HIGH
CVE-2022-27002,HIGH
CVE-2022-27191,LOW
CVE-2022-27404,MEDIUM
CVE-2022-27664,LOW
CVE-2022-27776,LOW
CVE-2022-27781,LOW
CVE-2022-27782,LOW
CVE-2022-27943,LOW
CVE-2022-2795,LOW
CVE-2022-28131,LOW
CVE-2022-2816,LOW
CVE-2022-2817,LOW
CVE-2022-2819,LOW
CVE-2022-28327,LOW
CVE-2022-28331,HIGH
CVE-2022-28391,MEDIUM
CVE-2022-2845,LOW
CVE-2022-2849,LOW
CVE-2022-2862,LOW
CVE-2022-2867,LOW
CVE-2022-2868,LOW
CVE-2022-2869,LOW
CVE-2022-2873,LOW
CVE-2022-28733,MEDIUM
CVE-2022-28734,MEDIUM
CVE-2022-28735,LOW
CVE-2022-28736,LOW
CVE-2022-28737,LOW
CVE-2022-2874,LOW
CVE-2022-2880,LOW
CVE-2022-2889,LOW
CVE-2022-29013,HIGH
CVE-2022-2905,LOW
CVE-2022-29154,MEDIUM
CVE-2022-29155,MEDIUM
CVE-2022-29162,LOW
CVE-2022-29181,MEDIUM
CVE-2022-29187,LOW
CVE-2022-2923,LOW
CVE-2022-2929,LOW
CVE-2022-2946,LOW
CVE-2022-29464,HIGH
CVE-2022-29526,LOW
CVE-2022-2959,MEDIUM
CVE-2022-29599,HIGH
CVE-2022-29613,LOW
CVE-2022-2964,LOW
CVE-2022-2977,LOW
CVE-2022-2978,LOW
CVE-2022-2980,LOW
CVE-2022-2982,LOW
CVE-2022-29824,LOW
CVE-2022-29862,HIGH
CVE-2022-29900,LOW
CVE-2022-29901,LOW
CVE-2022-29953,HIGH
CVE-2022-30065,LOW
CVE-2022-30123,HIGH
CVE-2022-3016,LOW
CVE-2022-30264,HIGH
CVE-2022-3028,LOW
CVE-2022-30308,HIGH
CVE-2022-30309,HIGH
CVE-2022-30310,HIGH
CVE-2022-30311,HIGH
CVE-2022-30315,HIGH
CVE-2022-30318,HIGH
CVE-2022-3037,LOW
CVE-2022-30525,HIGH
CVE-2022-30580,LOW
CVE-2022-30629,LOW
CVE-2022-30632,LOW
CVE-2022-30633,LOW
CVE-2022-3079,HIGH
CVE-2022-3080,LOW
CVE-2022-30938,HIGH
CVE-2022-3094,LOW
CVE-2022-3099,LOW
CVE-2022-31030,LOW
CVE-2022-3104,LOW
CVE-2022-3107,LOW
CVE-2022-3108,LOW
CVE-2022-31107,MEDIUM
CVE-2022-3112,LOW
CVE-2022-3115,LOW
CVE-2022-3134,LOW
CVE-2022-3143,MEDIUM
CVE-2022-31446,HIGH
CVE-2022-3153,LOW
CVE-2022-31676,MEDIUM
CVE-2022-3169,LOW
CVE-2022-31690,MEDIUM
CVE-2022-31692,HIGH
CVE-2022-3171,LOW
CVE-2022-31741,LOW
CVE-2022-31766,HIGH
CVE-2022-31800,HIGH
CVE-2022-31813,MEDIUM
CVE-2022-3202,LOW
CVE-2022-3214,HIGH
CVE-2022-32148,LOW
CVE-2022-3218,HIGH
CVE-2022-32205,LOW
CVE-2022-32206,LOW
CVE-2022-32207,MEDIUM
CVE-2022-32208,LOW
CVE-2022-32221,HIGH
CVE-2022-32250,MEDIUM
CVE-2022-32257,HIGH
CVE-2022-32296,LOW
CVE-2022-3234,LOW
CVE-2022-3235,LOW
CVE-2022-3236,HIGH
CVE-2022-3239,LOW
CVE-2022-32528,HIGH
CVE-2022-3270,HIGH
CVE-2022-32742,LOW
CVE-2022-32745,LOW
CVE-2022-32746,LOW
CVE-2022-3276,MEDIUM
CVE-2022-3278,LOW
CVE-2022-3296,LOW
CVE-2022-3297,LOW
CVE-2022-3303,LOW
CVE-2022-33139,HIGH
CVE-2022-33196,MEDIUM
CVE-2022-33213,MEDIUM
CVE-2022-33221,LOW
CVE-2022-33233,MEDIUM
CVE-2022-3324,LOW
CVE-2022-33243,MEDIUM
CVE-2022-33248,MEDIUM
CVE-2022-33260,LOW
CVE-2022-33264,MEDIUM
CVE-2022-33271,LOW
CVE-2022-33273,LOW
CVE-2022-33296,MEDIUM
CVE-2022-33306,LOW
CVE-2022-33309,LOW
CVE-2022-3352,LOW
CVE-2022-33740,LOW
CVE-2022-33741,LOW
CVE-2022-33742,LOW
CVE-2022-33743,LOW
CVE-2022-33972,LOW
CVE-2022-33981,LOW
CVE-2022-34145,LOW
CVE-2022-34151,HIGH
CVE-2022-34169,MEDIUM
CVE-2022-3424,LOW
CVE-2022-34266,LOW
CVE-2022-34331,HIGH
CVE-2022-3435,LOW
CVE-2022-34371,HIGH
CVE-2022-34381,HIGH
CVE-2022-34442,HIGH
CVE-2022-34526,LOW
CVE-2022-34663,MEDIUM
CVE-2022-3479,LOW
CVE-2022-3491,MEDIUM
CVE-2022-34918,MEDIUM
CVE-2022-3515,HIGH
CVE-2022-3520,HIGH
CVE-2022-3521,LOW
CVE-2022-3523,LOW
CVE-2022-3524,LOW
CVE-2022-35252,LOW
CVE-2022-35255,MEDIUM
CVE-2022-3526,LOW
CVE-2022-3534,MEDIUM
CVE-2022-3545,LOW
CVE-2022-3564,MEDIUM
CVE-2022-35649,HIGH
CVE-2022-3565,MEDIUM
CVE-2022-3566,MEDIUM
CVE-2022-3567,MEDIUM
CVE-2022-35737,LOW
CVE-2022-35843,HIGH
CVE-2022-3586,LOW
CVE-2022-3591,LOW
CVE-2022-35914,HIGH
CVE-2022-3594,LOW
CVE-2022-3597,LOW
CVE-2022-3602,MEDIUM
CVE-2022-3606,LOW
CVE-2022-36123,LOW
CVE-2022-3620,HIGH
CVE-2022-3621,LOW
CVE-2022-36227,HIGH
CVE-2022-3625,LOW
CVE-2022-3626,LOW
CVE-2022-3627,LOW
CVE-2022-3628,LOW
CVE-2022-36280,LOW
CVE-2022-3629,LOW
CVE-2022-3633,LOW
CVE-2022-3635,LOW
CVE-2022-3640,MEDIUM
CVE-2022-3643,HIGH
CVE-2022-36437,MEDIUM
CVE-2022-3646,LOW
CVE-2022-3649,LOW
CVE-2022-36760,MEDIUM
CVE-2022-3684,HIGH
CVE-2022-36879,LOW
CVE-2022-36946,LOW
CVE-2022-37026,HIGH
CVE-2022-37032,MEDIUM
CVE-2022-3705,LOW
CVE-2022-3707,LOW
CVE-2022-37134,HIGH
CVE-2022-3715,LOW
CVE-2022-3717,HIGH
CVE-2022-3719,HIGH
CVE-2022-37434,MEDIUM
CVE-2022-37436,LOW
CVE-2022-37454,HIGH
CVE-2022-3748,HIGH
CVE-2022-3752,HIGH
CVE-2022-37598,HIGH
CVE-2022-37601,HIGH
CVE-2022-3775,LOW
CVE-2022-3782,MEDIUM
CVE-2022-37865,MEDIUM
CVE-2022-37897,HIGH
CVE-2022-37966,MEDIUM
CVE-2022-38096,LOW
CVE-2022-38177,LOW
CVE-2022-38178,LOW
CVE-2022-3821,LOW
CVE-2022-38533,LOW
CVE-2022-38557,HIGH
CVE-2022-38650,HIGH
CVE-2022-38651,HIGH
CVE-2022-38749,LOW
CVE-2022-38750,LOW
CVE-2022-38751,LOW
CVE-2022-39028,LOW
CVE-2022-3903,LOW
CVE-2022-39158,HIGH
CVE-2022-39188,MEDIUM
CVE-2022-39189,MEDIUM
CVE-2022-39190,LOW
CVE-2022-39253,LOW
CVE-2022-39260,MEDIUM
CVE-2022-39327,HIGH
CVE-2022-39377,HIGH
CVE-2022-39379,HIGH
CVE-2022-39399,LOW
CVE-2022-3970,HIGH
CVE-2022-3979,HIGH
CVE-2022-39952,HIGH
CVE-2022-3996,LOW
CVE-2022-40144,HIGH
CVE-2022-40149,LOW
CVE-2022-40150,LOW
CVE-2022-40151,LOW
CVE-2022-40152,LOW
CVE-2022-40303,LOW
CVE-2022-40304,LOW
CVE-2022-40307,LOW
CVE-2022-4041,MEDIUM
CVE-2022-40475,HIGH
CVE-2022-40476,LOW
CVE-2022-40503,LOW
CVE-2022-40510,HIGH
CVE-2022-40512,LOW
CVE-2022-40514,HIGH
CVE-2022-40521,LOW
CVE-2022-40523,LOW
CVE-2022-40529,MEDIUM
CVE-2022-40530,MEDIUM
CVE-2022-40533,LOW
CVE-2022-40535,LOW
CVE-2022-40536,LOW
CVE-2022-40674,MEDIUM
CVE-2022-40684,MEDIUM
CVE-2022-40768,LOW
CVE-2022-40897,LOW
CVE-2022-40899,LOW
CVE-2022-4095,MEDIUM
CVE-2022-40957,MEDIUM
CVE-2022-40960,MEDIUM
CVE-2022-40962,MEDIUM
CVE-2022-40982,MEDIUM
CVE-2022-41040,MEDIUM
CVE-2022-41218,LOW
CVE-2022-41222,LOW
CVE-2022-41271,HIGH
CVE-2022-4129,LOW
CVE-2022-41352,HIGH
CVE-2022-4139,LOW
CVE-2022-4141,LOW
CVE-2022-41552,HIGH
CVE-2022-41674,MEDIUM
CVE-2022-41717,LOW
CVE-2022-41721,LOW
CVE-2022-41723,LOW
CVE-2022-41724,LOW
CVE-2022-41725,LOW
CVE-2022-41741,LOW
CVE-2022-41742,LOW
CVE-2022-41848,LOW
CVE-2022-41849,LOW
CVE-2022-41850,LOW
CVE-2022-41854,LOW
CVE-2022-41858,LOW
CVE-2022-41881,LOW
CVE-2022-41903,LOW
CVE-2022-41915,LOW
CVE-2022-41966,LOW
CVE-2022-41973,LOW
CVE-2022-41974,LOW
CVE-2022-42003,LOW
CVE-2022-42004,LOW
CVE-2022-42010,LOW
CVE-2022-42011,LOW
CVE-2022-4203,LOW
CVE-2022-4221,HIGH
CVE-2022-42328,LOW
CVE-2022-42329,LOW
CVE-2022-42432,LOW
CVE-2022-42475,HIGH
CVE-2022-4269,LOW
CVE-2022-42703,LOW
CVE-2022-42719,MEDIUM
CVE-2022-42720,MEDIUM
CVE-2022-42721,LOW
CVE-2022-42722,LOW
CVE-2022-4285,LOW
CVE-2022-42889,MEDIUM
CVE-2022-42895,LOW
CVE-2022-42896,MEDIUM
CVE-2022-42898,MEDIUM
CVE-2022-4292,LOW
CVE-2022-42920,HIGH
CVE-2022-42928,MEDIUM
CVE-2022-4293,LOW
CVE-2022-42932,MEDIUM
CVE-2022-42969,LOW
CVE-2022-4304,LOW
CVE-2022-43513,HIGH
CVE-2022-43514,MEDIUM
CVE-2022-43548,MEDIUM
CVE-2022-43552,LOW
CVE-2022-43680,LOW
CVE-2022-43750,LOW
CVE-2022-43761,HIGH
CVE-2022-43763,HIGH
CVE-2022-43764,HIGH
CVE-2022-43765,HIGH
CVE-2022-4378,LOW
CVE-2022-4390,HIGH
CVE-2022-43945,LOW
CVE-2022-43995,LOW
CVE-2022-4415,LOW
CVE-2022-4441,MEDIUM
CVE-2022-4450,LOW
CVE-2022-44570,LOW
CVE-2022-44571,LOW
CVE-2022-44572,LOW
CVE-2022-44638,MEDIUM
CVE-2022-44725,LOW
CVE-2022-44792,LOW
CVE-2022-44793,LOW
CVE-2022-44877,HIGH
CVE-2022-44928,HIGH
CVE-2022-45044,HIGH
CVE-2022-45046,HIGH
CVE-2022-45047,HIGH
CVE-2022-45061,LOW
CVE-2022-45062,HIGH
CVE-2022-45063,HIGH
CVE-2022-45132,HIGH
CVE-2022-45136,HIGH
CVE-2022-45145,HIGH
CVE-2022-45378,HIGH
CVE-2022-45405,MEDIUM
CVE-2022-45406,MEDIUM
CVE-2022-45407,MEDIUM
CVE-2022-45409,MEDIUM
CVE-2022-45414,MEDIUM
CVE-2022-45421,MEDIUM
CVE-2022-45688,LOW
CVE-2022-45869,LOW
CVE-2022-45884,LOW
CVE-2022-45885,LOW
CVE-2022-45886,LOW
CVE-2022-45887,LOW
CVE-2022-45888,LOW
CVE-2022-45919,LOW
CVE-2022-45934,LOW
CVE-2022-45939,LOW
CVE-2022-46169,HIGH
CVE-2022-46255,HIGH
CVE-2022-46363,LOW
CVE-2022-46364,HIGH
CVE-2022-46366,HIGH
CVE-2022-46393,HIGH
CVE-2022-4662,LOW
CVE-2022-46663,LOW
CVE-2022-46880,MEDIUM
CVE-2022-46881,MEDIUM
CVE-2022-46882,MEDIUM
CVE-2022-46908,LOW
CVE-2022-47374,HIGH
CVE-2022-47375,HIGH
CVE-2022-4744,LOW
CVE-2022-47518,LOW
CVE-2022-47520,LOW
CVE-2022-47529,MEDIUM
CVE-2022-47629,HIGH
CVE-2022-47929,LOW
CVE-2022-47946,LOW
CVE-2022-47966,HIGH
CVE-2022-47986,HIGH
CVE-2022-48281,MEDIUM
CVE-2022-48303,LOW
CVE-2022-48337,HIGH
CVE-2022-48339,LOW
CVE-2022-48618,LOW
CVE-2022-48620,MEDIUM
CVE-2022-4899,LOW
CVE-2023-0005,LOW
CVE-2023-0045,LOW
CVE-2023-0049,LOW
CVE-2023-0051,LOW
CVE-2023-0054,LOW
CVE-2023-0179,MEDIUM
CVE-2023-0215,LOW
CVE-2023-0216,LOW
CVE-2023-0217,LOW
CVE-2023-0286,LOW
CVE-2023-0288,LOW
CVE-2023-0330,LOW
CVE-2023-0361,LOW
CVE-2023-0386,LOW
CVE-2023-0394,LOW
CVE-2023-0401,LOW
CVE-2023-0433,LOW
CVE-2023-0461,LOW
CVE-2023-0464,LOW
CVE-2023-0466,LOW
CVE-2023-0512,LOW
CVE-2023-0590,LOW
CVE-2023-0597,LOW
CVE-2023-0614,MEDIUM
CVE-2023-0669,HIGH
CVE-2023-0687,MEDIUM
CVE-2023-0757,HIGH
CVE-2023-0795,LOW
CVE-2023-0797,LOW
CVE-2023-0798,LOW
CVE-2023-0801,LOW
CVE-2023-0922,MEDIUM
CVE-2023-1017,MEDIUM
CVE-2023-1073,LOW
CVE-2023-1075,MEDIUM
CVE-2023-1076,LOW
CVE-2023-1077,MEDIUM
CVE-2023-1078,LOW
CVE-2023-1079,MEDIUM
CVE-2023-1095,LOW
CVE-2023-1108,LOW
CVE-2023-1118,LOW
CVE-2023-1127,LOW
CVE-2023-1136,HIGH
CVE-2023-1170,LOW
CVE-2023-1175,LOW
CVE-2023-1264,LOW
CVE-2023-1380,LOW
CVE-2023-1436,LOW
CVE-2023-1513,LOW
CVE-2023-1617,HIGH
CVE-2023-1671,HIGH
CVE-2023-1829,MEDIUM
CVE-2023-1998,LOW
CVE-2023-2002,MEDIUM
CVE-2023-20032,HIGH
CVE-2023-2006,MEDIUM
CVE-2023-2007,LOW
CVE-2023-20078,HIGH
CVE-2023-20159,HIGH
CVE-2023-20160,HIGH
CVE-2023-20161,HIGH
CVE-2023-20189,HIGH
CVE-2023-2019,LOW
CVE-2023-20198,HIGH
CVE-2023-20238,HIGH
CVE-2023-20252,HIGH
CVE-2023-20269,MEDIUM
CVE-2023-20569,LOW
CVE-2023-20588,LOW
CVE-2023-20592,LOW
CVE-2023-20593,LOW
CVE-2023-20862,HIGH
CVE-2023-20867,LOW
CVE-2023-20873,HIGH
CVE-2023-20887,HIGH
CVE-2023-20900,MEDIUM
CVE-2023-2124,MEDIUM
CVE-2023-2137,MEDIUM
CVE-2023-21400,MEDIUM
CVE-2023-21528,MEDIUM
CVE-2023-21554,MEDIUM
CVE-2023-21568,MEDIUM
CVE-2023-21624,LOW
CVE-2023-21627,LOW
CVE-2023-21628,MEDIUM
CVE-2023-21630,MEDIUM
CVE-2023-21631,LOW
CVE-2023-21633,MEDIUM
CVE-2023-21635,LOW
CVE-2023-21637,LOW
CVE-2023-21639,MEDIUM
CVE-2023-21640,MEDIUM
CVE-2023-21641,LOW
CVE-2023-21648,LOW
CVE-2023-21649,LOW
CVE-2023-21650,LOW
CVE-2023-21658,LOW
CVE-2023-21659,LOW
CVE-2023-21661,LOW
CVE-2023-21669,LOW
CVE-2023-21670,MEDIUM
CVE-2023-21671,MEDIUM
CVE-2023-21673,LOW
CVE-2023-21704,MEDIUM
CVE-2023-21705,MEDIUM
CVE-2023-21708,HIGH
CVE-2023-21713,MEDIUM
CVE-2023-21716,MEDIUM
CVE-2023-21718,MEDIUM
CVE-2023-21727,MEDIUM
CVE-2023-21740,MEDIUM
CVE-2023-21756,MEDIUM
CVE-2023-21768,MEDIUM
CVE-2023-21769,MEDIUM
CVE-2023-21830,LOW
CVE-2023-21835,LOW
CVE-2023-21930,LOW
CVE-2023-21937,LOW
CVE-2023-21938,LOW
CVE-2023-21939,LOW
CVE-2023-21950,LOW
CVE-2023-21967,LOW
CVE-2023-21968,LOW
CVE-2023-21971,LOW
CVE-2023-22005,LOW
CVE-2023-22006,LOW
CVE-2023-22007,LOW
CVE-2023-22008,LOW
CVE-2023-22033,LOW
CVE-2023-22036,LOW
CVE-2023-22038,LOW
CVE-2023-22041,LOW
CVE-2023-22045,LOW
CVE-2023-22046,LOW
CVE-2023-22048,LOW
CVE-2023-22049,LOW
CVE-2023-22053,LOW
CVE-2023-22054,LOW
CVE-2023-22056,LOW
CVE-2023-22057,LOW
CVE-2023-22058,LOW
CVE-2023-22385,LOW
CVE-2023-22386,MEDIUM
CVE-2023-22387,MEDIUM
CVE-2023-22388,HIGH
CVE-2023-22490,LOW
CVE-2023-22515,HIGH
CVE-2023-22518,HIGH
CVE-2023-22527,HIGH
CVE-2023-22745,LOW
CVE-2023-22751,HIGH
CVE-2023-22752,HIGH
CVE-2023-22796,LOW
CVE-2023-22809,MEDIUM
CVE-2023-22998,LOW
CVE-2023-23000,LOW
CVE-2023-23001,LOW
CVE-2023-23004,LOW
CVE-2023-23333,HIGH
CVE-2023-23384,MEDIUM
CVE-2023-23385,MEDIUM
CVE-2023-23388,MEDIUM
CVE-2023-23393,MEDIUM
CVE-2023-23397,HIGH
CVE-2023-23401,MEDIUM
CVE-2023-23402,MEDIUM
CVE-2023-23403,MEDIUM
CVE-2023-23404,MEDIUM
CVE-2023-23405,MEDIUM
CVE-2023-23406,MEDIUM
CVE-2023-23410,MEDIUM
CVE-2023-23413,MEDIUM
CVE-2023-23415,HIGH
CVE-2023-23416,MEDIUM
CVE-2023-23417,MEDIUM
CVE-2023-23420,MEDIUM
CVE-2023-23421,MEDIUM
CVE-2023-23422,MEDIUM
CVE-2023-23423,MEDIUM
CVE-2023-23454,LOW
CVE-2023-23455,LOW
CVE-2023-23477,HIGH
CVE-2023-23559,LOW
CVE-2023-23583,MEDIUM
CVE-2023-23656,HIGH
CVE-2023-23752,LOW
CVE-2023-23770,HIGH
CVE-2023-23914,MEDIUM
CVE-2023-23915,LOW
CVE-2023-23916,LOW
CVE-2023-23931,LOW
CVE-2023-23946,LOW
CVE-2023-24023,LOW
CVE-2023-24329,LOW
CVE-2023-2437,HIGH
CVE-2023-24534,LOW
CVE-2023-24536,LOW
CVE-2023-24537,LOW
CVE-2023-24538,HIGH
CVE-2023-24539,LOW
CVE-2023-24540,HIGH
CVE-2023-24844,MEDIUM
CVE-2023-24848,LOW
CVE-2023-24849,LOW
CVE-2023-24851,MEDIUM
CVE-2023-24852,MEDIUM
CVE-2023-24853,MEDIUM
CVE-2023-24854,MEDIUM
CVE-2023-24855,HIGH
CVE-2023-24861,MEDIUM
CVE-2023-24864,MEDIUM
CVE-2023-24867,MEDIUM
CVE-2023-24868,MEDIUM
CVE-2023-24869,MEDIUM
CVE-2023-24872,MEDIUM
CVE-2023-24876,MEDIUM
CVE-2023-24880,MEDIUM
CVE-2023-24884,MEDIUM
CVE-2023-24886,MEDIUM
CVE-2023-24887,MEDIUM
CVE-2023-24895,MEDIUM
CVE-2023-24897,MEDIUM
CVE-2023-24903,MEDIUM
CVE-2023-24907,MEDIUM
CVE-2023-24908,MEDIUM
CVE-2023-24909,MEDIUM
CVE-2023-24910,MEDIUM
CVE-2023-24912,MEDIUM
CVE-2023-24913,MEDIUM
CVE-2023-24924,MEDIUM
CVE-2023-24925,MEDIUM
CVE-2023-24926,MEDIUM
CVE-2023-24927,MEDIUM
CVE-2023-24928,MEDIUM
CVE-2023-24929,MEDIUM
CVE-2023-24932,LOW
CVE-2023-24936,MEDIUM
CVE-2023-24943,MEDIUM
CVE-2023-24946,MEDIUM
CVE-2023-24949,MEDIUM
CVE-2023-24998,LOW
CVE-2023-25157,HIGH
CVE-2023-25173,LOW
CVE-2023-25193,LOW
CVE-2023-25619,HIGH
CVE-2023-25652,MEDIUM
CVE-2023-25690,HIGH
CVE-2023-2586,HIGH
CVE-2023-25910,HIGH
CVE-2023-26048,LOW
CVE-2023-26049,LOW
CVE-2023-2650,LOW
CVE-2023-26545,LOW
CVE-2023-26607,LOW
CVE-2023-26801,HIGH
CVE-2023-27168,HIGH
CVE-2023-2721,MEDIUM
CVE-2023-2722,MEDIUM
CVE-2023-2723,MEDIUM
CVE-2023-2724,MEDIUM
CVE-2023-2725,MEDIUM
CVE-2023-27350,HIGH
CVE-2023-27351,MEDIUM
CVE-2023-27497,HIGH
CVE-2023-27524,MEDIUM
CVE-2023-27532,HIGH
CVE-2023-27533,MEDIUM
CVE-2023-27534,MEDIUM
CVE-2023-27535,LOW
CVE-2023-27536,LOW
CVE-2023-27561,LOW
CVE-2023-27910,MEDIUM
CVE-2023-27911,MEDIUM
CVE-2023-27997,HIGH
CVE-2023-28004,HIGH
CVE-2023-28154,HIGH
CVE-2023-28206,MEDIUM
CVE-2023-28216,MEDIUM
CVE-2023-28218,MEDIUM
CVE-2023-28219,MEDIUM
CVE-2023-28220,MEDIUM
CVE-2023-28225,MEDIUM
CVE-2023-28232,MEDIUM
CVE-2023-28236,MEDIUM
CVE-2023-28237,MEDIUM
CVE-2023-28238,MEDIUM
CVE-2023-28243,MEDIUM
CVE-2023-28248,MEDIUM
CVE-2023-28250,MEDIUM
CVE-2023-28252,MEDIUM
CVE-2023-28272,MEDIUM
CVE-2023-28274,MEDIUM
CVE-2023-28275,MEDIUM
